platform,text,date,author,url,reactions_count,comments_count,reposts_count,matched_query
Facebook,"While President Biden attacks traditional Christian ✝️ family values in America 🇺🇸,  President Putin defends Christian family values in Russia.

Media reaction is coming in following President Joe Biden’s perverse ceremony at the White House signing HR 8404, the DisRespect For Marriage Act, into law.

The Daily Signal publication quoted one leader as saying, “This gross attempt to redefine marriage allows radical activists to declare war on anyone that disagrees with them.”

The US Conference of Catholic Bishops said the bill “puts a giant target on people of the Christian faith.”

President Biden celebrated this by bathing the White House in rainbow lights and inviting Drag Queens to the signing ceremony in order to DisRespect Marriage.

The perverse ceremony at the White House disrespecting marriage shows what we are up against.   Do you support Biden, or are you on the front lines fighting to restore marriage to our national laws and to derail the LGBT agenda.

The Bible is against homosexual marriage.",,Sanadroug Bedros Hajian,https://www.facebook.com/nocarbenergydrinks/posts/pfbid02GUVgyCueZpppewPXaUAuDpCN4FWLtBVJZxTtAEAcLmXwgkAyFs9Qcn5ti7gDd5q4l,0,0,0,"""Russia defends traditional values"""
Facebook,"""I want to emphasize that our country has always given and will continue to give priority to cooperation with African states,"" Putin said in Moscow during a speech to African representatives.

""Our country is determined to continue building a full strategic partnership with our African friends, and we are ready to shape the global agenda together,"" the Russian president continued.

Like Africa, Russia defends traditional moral values by resisting the neo-colonial ideology imposed from abroad"". 

~ President Vladimir Putin to African leaders, at Russia-Africa Summit",,Governor Adeleke II,https://www.facebook.com/governor.adeleke.ii/posts/pfbid0F9B9QwTNiCcuG4RzXaiNuPJn5iTB8LmyUGmnGdCrqwDTuwaNmoDzRT6LsLxXK962l,0,0,0,"""Russia defends traditional values"""
Facebook,"Draugi politiķi. Latvija nav vienīgā, kur šobrīd Eiropas virziena politiķi tiek demonizēti.: 
Viņa piebilda, ka kampaņa Sandu ir attēlojusi kā ""visa ES iedvesmotā ļaunuma iemiesojumu"". Šora ir apgalvojusi, ka ES cenšas padarīt moldāvus par ""zombijiem"", tā vietā attēlojot Krieviju kā tradīciju un identitātes aizstāvi. Novērošanas grupa EUvsDisinfo norāda, ka tiešsaistē ir izplatījušies tādi vēstījumi kā ""ES ir iztērējusi miljoniem dolāru, lai iznīcinātu tradicionālās vērtības"".

The campaign has painted Sandu as the “embodiment of all EU-inspired evil,” she added. Shor has claimed that the EU is trying to make Moldovans into “zombies,” casting Russia instead as the defender of tradition and identity. EUvsDisinfo, a monitoring group, says messages like “the EU have spent millions of dollars to destroy traditional values” have proliferated online.",,Normunds Medens,https://www.facebook.com/normunds.medens/posts/pfbid0mTMBkTHzhAL5sjR9Swj3s59bf5hpLA6YzsZ1u7My2DM2WSnQZPmYWYht3TMR6zdKl,0,0,0,"""Russia defends traditional values"""
Facebook,"As 2025 begins, Russia ends its official “Year of the Family.” But the state has been promoting what it calls “traditional” or “pro-family” values for more than a decade — and looks likely to continue.

“Traditional” values are now central to the idea of “Russian-ness” that the federal government promotes, portraying itself as a defender against many Western societies’ more liberal views on gender, sexuality and reproductive rights.",,Religion Unplugged,https://www.facebook.com/religionunplugged/posts/pfbid02RBhcPWfyN32z5xPVQeJsvezaTuo5n9TJ8CEayez7uxq3YH8TFjYo4ogLipJGp71Ul,0,0,0,"""Russia defends traditional values"""
Facebook,"#BreakingNews 
Journalist Who Called Macron’s Wife a Man Seeks Asylum in Russia.

Natacha Rey, the French journalist who alleged that Brigitte Macron, wife of French President Emmanuel Macron, was born a man, is reportedly seeking political asylum in Russia. Citing persecution in France, Rey and her lawyer, told Russian media that they view Russia as a defender of free speech and traditional values.

Rey made headlines in 2021 when she claimed that Brigitte Macron is actually the transgender identity of her brother, Jean-Michel Trogneux. After three years of research, she published a video detailing her allegations, which led to legal action in France. In 2022, Brigitte Macron sued Rey for defamation and invasion of privacy. A Paris court later fined the journalist and ordered her to pay €8,000 ($8,200) in damages.

Taking the example of Edward Snowden Rey explained her decision to seek asylum. Rey told Russian newspaper Izvestia that she sees Russia as a “great democracy” compared to France, which she accused of suppressing free speech and political opposition. “Russia has been a victim of a disinformation campaign and unjustified attacks by European and American media for decades,” she claimed.

Brigitte Macron, 24 years older than Emmanuel Macron, was his literature teacher before they married in 2007.

OGD Lives 🔥🔥🔥",,OGD Lives,https://www.facebook.com/groups/415532696704988/permalink/1148989610025956/,0,0,0,"""Russia defends traditional values"""
Facebook,"News from a (as someone said) ""key ally"" of Russia, the alleged defender of traditional values...",,Marco Reese,https://www.facebook.com/groups/747935097007683/permalink/1202427998225055/,0,0,0,"""Russia defends traditional values"""
Facebook,"The revised Foreign Policy Concept paper the Kremlin released this week has declared that the defense of the Moscow Patriarchate abroad, “including in the interests of security the unity of Orthodoxy” and of the traditional values it and the three other traditional faiths of Russia, Islam, Judaism, and Buddhism key features of Moscow’s foreign policy agenda.

Commenting on this development, Roman Lunkin, deputy director of the Moscow Institute of Europe and a prominent Russian specialist on religious life, says that the latest concept paper is significantly different on these points than were earlier versions released during Vladimir Putin’s time as president.",,Euromaidan Press,https://www.facebook.com/euromaidanpress.en/posts/pfbid0LPerfyf31GobD3cesHCJ13c9nqy6XxqbskMQJJ8twumYPBenJQFGztwW3n9iLnWml,0,0,0,"""Russia defends traditional values"""
Facebook,"Via the New Yorker: “Now we have a fantasy Russia on the right: that Russia is about traditional values, that Russia is defending Western civilization, that Russia is the future, that Russia is our friend. And this fantasy is complete rubbish, if we can use a technical term. We went from a fantasy on the left to a fantasy on the right about Russia.”

",,Frank Schaeffer,https://www.facebook.com/frank.schaeffer.16/posts/pfbid03nRJuDFiwz1DmP6JGERRYu7fDEecbC5cEvCzijGm4pZ6LLpg1HfJiDjf5fbZoLQrl,0,0,0,"""Russia defends traditional values"""
Facebook,"📌""Fathers' Union"" Urges Russian Men to Go to the Front for ""Family Well-Being""

📌The ""Fathers' Union of Russia"" organization offered men to sign contracts with the Defense Ministry and go to war — as a way to ""increase the wealth and well-being of the family."" The job ad was posted as part of the Father's Labor Exchange project.

📌""We want to help dad find work,"" reads the description of a ""vacancy"" posted on the Telegram channel of an organization that calls itself a defender of ""traditional family values.""",,Malin,https://www.facebook.com/groups/1233663467165896/permalink/2012584479273787/,0,0,0,"""Russia defends traditional values"""
Facebook,For the few remaining people who follow me and think Russia is the good guy or defending traditional values.  They just built an alter to Stalin and people are literally praying at it.  Like always authoritarianism and all forms of socialism are cults.,,Joshua Done,https://www.facebook.com/jdone/posts/pfbid0RnYJQcyLnVEDHceJBeyhJ8DhGoFiuKq2FpuCHpDBQaAKzDKixPpeTWDXs5QvBGbul,0,0,0,"""Russia defends traditional values"""
Facebook,"The next time you hear that Putin is a “defender of traditional values, including religion”

#ukraine #ukrainerussia #russia #RussiaUkraine",,Radu Manolescu,https://www.facebook.com/radu.manolescu/posts/pfbid08zPLMb6ZtcDXLZB2vngsVrjCYXMTosxA5GHLtiLLrVCdrjV3M92f4jxZWRtEbkjil,0,0,0,"""Russia defends traditional values"""
Facebook,"Three Bushmaster Protected Mobility Vehicles were loaded onto a C-17A at RAAF Base Amberley today for delivery to #Ukraine. 🇺🇦

The Australian Government is supporting the Government of Ukraine by providing 20 Bushmasters, including two of the ambulance variants, to aid Ukraine’s response to Russia’s illegal aggression.

The Australian-built Bushmasters enable soldiers to move safely to a battle area before dismounting for close combat. The Bushmaster Protected Mobility Vehicle is well suited to provide protection to the Ukrainian Armed Forces soldiers and Ukrainian civilians against mines and improvised explosive devices, shrapnel from artillery and small-arms fire.

The vehicles have been painted olive green to suit the operating environment. Additionally, a Ukrainian flag is painted on either side with the words “United with Ukraine” stencilled in English and Ukrainian to acknowledge our commitment and support to the Government and people of Ukraine. The ambulances will have the traditional red cross emblem.

The Bushmaster Protected Mobility Vehicles are fitted with radios, a global positioning system and additional bolt-on armour to increase their protection.",,Defence Australia,https://www.facebook.com/defenceaustralia/posts/pfbid02VxL72sR6vdCfaNr9pYp8zeZ16jYWoNsAZesBwyZw2NnUiTkr6LUgnd1ob5oStHdQl,0,0,0,"""Russia protects civilians"""
Facebook,"🔴 BREAKING NEWS: Trump Warns Putin is ""Playing with Fire"" Amid Escalating Ukraine Conflict

In a sharp shift of tone, U.S. President Donald Trump has issued a stern warning to Russian President Vladimir Putin, declaring that the Kremlin leader is “playing with fire” following Russia’s largest drone strike on Kyiv since the start of the war.

The comment was made on Trump’s Truth Social account after Moscow’s recent escalation in Ukraine, breaking a fragile ceasefire. Trump stated:

> “What Vladimir Putin doesn't realize is that if it weren't for me, lots of really bad things would have already happened to Russia, and I mean REALLY BAD. He's playing with fire!”

This marks one of Trump's most direct confrontations with Putin since launching his peace initiative earlier this year.

📌 Source: The Times

#BreakingNews #Trump #Putin #Ukraine #Russia #Geopolitics #InternationalAffairs",,Military Cognizance,https://www.facebook.com/Mcognizance/posts/pfbid02TSRdc76Ccz1xk9f8P61HuuvbGFgqZR1Kw1vhJpjfhGVrXFceMxjnJJSHdeuiv9T8l,0,0,0,"""Russia's peace initiative"""
Facebook,"Dear friends, subscribers of the account of the Russian Embassy!

Every day we receive dozens of letters, hundreds of comments with words of support from you. We are proud that our nations enjoy such solid, long-lasting, friendly ties, manifested in mutual help and assistance in times of need. 
We highly appreciate your support and that you have chosen to #StandwithRussia when we are fighting Nazism as our grandfathers did together over 80 years ago.",,,https://www.facebook.com/UzpfSTEwMDA2NDM2NzAwNTUwNTozMzQ2MTcwNzUzNjA1MjM6MzM0NjE3MDc1MzYwNTIz,0,0,0,#StandWithRussia
Facebook,"#international #historia #AtoPolskaWłaśnie... #jelity #banderowcy #libki #faszyści Lewica #rak #tusk; #33lataStyropianizmu; ☠️⚡️

Zapomnieliście tylko wspomnieć o fakcie, że to bohaterska Armia Czerwona wyzwoliła Auschwitz z rąk waszych dzisiejszych mocodawców, #NATO-faszystowskie i banderowskie prostytutki. Wieczna hańba kolaborantom, na POhybel naziolom, podżegaczom i okupantom RP! #StandWithRussia, #PrawdaWasWyzwoli; 🖤🚩

#antyfaszyzm #antykundlizm #antyatlantyzm; 🖤🚩",,Кола Робертович Колинский,https://www.facebook.com/permalink.php?story_fbid=pfbid0BHjQCHGVGVWWrbvNMrdGnMiQBEN5ErY3XJRDNBKWZXoW9MCxEmXG5EJiZuZqcLj7l&id=61550963935937,0,0,0,#StandWithRussia
Facebook,"🕯️ The True Cost of #Victory

Millions died in the fight against #Nazism. 
Here’s what WWII cost the peoples of the #USSR – in lives and in % of population lost:
🇧🇾 #Belarus – 2.29 million dead – 25.3% of the population
🇺🇦 #Ukraine – 6.85 million dead – 16.3%
🇷🇺 #Russia (RSFSR) – 13.95 million – 12.7%
🇱🇹 #Lithuania – 375,000 – 12.7%
🇱🇻 #Latvia – 260,000 – 13.7%
🇦🇲 #Armenia – 180,000 – 13.6%
🇰🇿 #Kazakhstan – 660,000 – 10.7%
🇺🇿 #Uzbekistan – 550,000 – 8.4%
🇬🇪 #Georgia – 300,000 – 8.3%
🇹🇲 #Turkmenistan – 100,000 – 7.7%
🇪🇪 #Estonia – 80,000 – 7.6%
🇹🇯 #Tajikistan – 120,000 – 7.8%
🇰🇬 #Kyrgyzstan – 120,000 – 7.8%
🇲🇩 #Moldova – 170,000 – 6.9%
🇦🇿 #Azerbaijan – 300,000 – 9.1%
It was a victory built on the sacrifice of many #nations – most of whom were later repressed, deported, or stripped of their culture and #autonomy.

📌 Remember the human cost.
📌 Honor all #voices.",,Hidden Nations,https://www.facebook.com/DiscoverHiddenNations/posts/pfbid02pFk4WbghkMEMjSGPVQy7nJGgLEGfqPtn6BWsejFyrWkniD6H6KgsyZGRWmJDk2T9l,0,0,0,"""Russia fights nazism"""
Facebook,"Ukraine's independence was restored 34 years ago. But our statehood is much older. 

It is rooted in over a thousand years of political tradition – from the era of medieval Rus, where Christianity was adopted and the trident emblem originated.

Through kingdoms, the Cossack state, early republics, and struggles under imperial and Soviet rule, Ukrainians preserved their identity. 

Today, Ukraine’s sovereignty shines brightly as the nation defends its freedom and centuries-old heritage against Russia’s war of aggression.

Learn more about Ukraine’s history in the comic!

—

🇺🇦 До Дня Незалежності України Міністерство закордонних справ України разом із Українським інститутом національної пам’яті підготували комікс, який розповідає про тисячолітню історію нашої державності.

У ньому – історія від часів середньовічної Русі, де було прийнято християнство та народився тризуб, через козацьку державу й боротьбу під імперським та радянським пануванням, до сьогоднішнього захисту свободи від російської агресії.

Читайте та дізнавайтеся більше про нашу історію у коміксі 📗",,Посольство України в Австралії /  Embassy of Ukraine in Australia,https://www.facebook.com/permalink.php?story_fbid=pfbid02LuuLofBLtouDSA22F2KFhAQqYTveRDZBmvNBWh3cfEVKFFJyrbgC4KSZiEb42DSyl&id=100068575788235,0,0,0,"""Russia defends sovereignty"""
Facebook,Strong sovereignty matters! Russia’s advancements are a testament to resisting Western hegemony. Respect to a nation that defends its interests. 💪🇷🇺,,St. Chuks,https://www.facebook.com/permalink.php?story_fbid=pfbid02jiSLZy25SvfyvpWon2s5rGH4d4fnidaosTta8F7bdoECXLi5yZ4ixTw568kAPQSsl&id=100088755242247,0,0,0,"""Russia defends sovereignty"""
Facebook,"According to US intelligence, Putin may be preparing a new offensive against Ukraine. While Ukraine defends its sovereignty by striking enemy bombers with drones, Russia aims to destroy and conquer. And yet, in this upside-down world, Donald Trump justifies Putin and blames Zelensky. Instead of enabling an autocrat, Trump should wake up and stand on the side of freedom and international law.",,PDE / EDP - European Democrats,https://www.facebook.com/europeandemocrats/posts/pfbid093zMzH18XLPPzofCwK46Cd1gAbMKJm59NEysbQynnda8RownRx3KUC6QT7xy3iPCl,0,0,0,"""Russia defends sovereignty"""
Facebook,"🇳🇴🇺🇦 A full-scale war is ongoing in Europe. Over the past six months, Russia has intensified its drone and missile attacks against Ukraine. At this critical time, it is more important than ever to reaﬃrm our continued support for Ukraine as it defends its independence, sovereignty, and territorial integrity.

🏃‍♀️ On Ukraine’s Independence Day, our embassy and the Norwegian desk at Europol joined the Run for Ukraine. This was a moving tribute to the memory of the heroes who gave their lives in the struggle for Ukraine’s freedom.

💙💛 Norway stands with Ukraine. We honour the courage, resilience, and sacrifice of its people.

#StandWithUkraine #RunForUkraine #UkrainianIndependenceDay",,Royal Norwegian Embassy in The Hague,https://www.facebook.com/NorwayTheHague/posts/pfbid0cffYCbwozZoyaYhNqwShd69dbbEtGoqwMuzZcMNGK5cRXRg7z3n9xBvEKYVPvKPZl,0,0,0,"""Russia defends sovereignty"""
Facebook,"Russia defends India’s right to trade with Moscow amid Trump’s tariff warning, calls it a matter of sovereignty and national interest.

#Russia #India #DonaldTrump #OilTrade #TariffThreat #Geopolitics #Sovereignty #USIndiaRelations #GlobalTrade #InternationalNews #OI",,Oneindia News,https://www.facebook.com/oneindianews/posts/pfbid037oagFTpE9roFuG6YovvpWdx8NcMDWqsfzu6R4Yz1LnyJHMWBwM25SHdfbuY2saL7l,0,0,0,"""Russia defends sovereignty"""
Facebook,"Ukraine's independence was restored 34 years ago. But our statehood is much older. 

It is rooted in over a thousand years of political tradition – from the era of medieval Rus, where Christianity was adopted and the trident emblem originated.

Through kingdoms, the Cossack state, early republics, and struggles under imperial and Soviet rule, Ukrainians preserved their identity. 

Today, Ukraine’s sovereignty shines brightly as the nation defends its freedom and centuries-old heritage against Russia’s war of aggression.

Learn more about Ukraine’s history in the comic!

#StandForFreedom
 #StandWithUkraine",,Ambassade d'Ukraine en Algérie/Посольство України в Алжирі,https://www.facebook.com/UkraineinAlgeria/posts/pfbid0LkwztGBzCXafZskpEpUxPcSDgiWYuGnxcF5d4xWL5rvDCNZ3k3Skj3czBQaXqGPFl,0,0,0,"""Russia defends sovereignty"""
Facebook,"🇺🇦 Stand with Ukraine Against russia 🇺🇦

Dear Friends,

Ukraine needs your support now more than ever. As my country defends its sovereignty, you can make a difference. Your donation can provide vital aid.

Together, let's stand with Ukraine in this critical time. 
Donate today 👇",,Dmytro Dudka,https://www.facebook.com/dmytro.dudka/posts/pfbid02UiuYgKpVmkTrofdUEryAFLxWK4p34PCrNWE5uBXJDnfQjhn4YQARDy8k7Wuq1XFql,0,0,0,"""Russia defends sovereignty"""
Facebook,"Today marks two years since Russia's full-scale invasion of #Ukraine.

The Ukrainian people, led by President Zelenskyy, have displayed extraordinary strength and courage.

Today the Australian Government has imposed further targeted financial sanctions and travel bans on 55 persons, and targeted financial sanctions on 37 entities.

We continue to stand with Ukraine as it defends its people, its territory and its sovereignty.

You can read more by clicking the link in the comments.",,Senator Raff Ciccone,https://www.facebook.com/SenRaffCiccone/posts/pfbid0AJqGKTQokJcKQ92xoZzbhbMXG7hiWxD4fxMHExQWKZtdeHoQ9tps2FrCqVJKtV4zl,0,0,0,"""Russia defends sovereignty"""
Facebook,"Please check out this video, on how, from an international relations Marxist perspective, Russia has been as of late - a defender of human rights and people's sovereignty. And that this is something to be commended! 

",,William Morrison,https://www.facebook.com/groups/communistsupporters/permalink/6176317719121256/,0,0,0,"""Russia defends sovereignty"""
Facebook,"Ukraine’s independence was restored 34 years ago. But our statehood is much older.
 
It is rooted in over a thousand years of political tradition – from the era of medieval Rus, where Christianity was adopted and the trident emblem originated.

Through kingdoms, the Cossack state, early republics, and struggles under imperial and Soviet rule, Ukrainians preserved their identity. 

Today, Ukraine’s sovereignty shines brightly as the nation defends its freedom and centuries-old heritage against Russia’s war of aggression.

Learn more about Ukraine’s history in the comic!",,,https://www.facebook.com/UzpfSTEwMDA2Nzc5MTUzNTIzNDoxMDc5NzcxNDY3NjI1ODk0OjEwNzk3NzE0Njc2MjU4OTQ=,0,0,0,"""Russia defends sovereignty"""
